occID,SURVMNTH,AGEGRP,SEX,MARSTH,HHSIZE,PR,CMA,LFTAG,WKSWRK,NOCS,COW,HRSWRK,CTW_140A,CTW_140B,CTW_140C,CTW_140D,CTW_140E,CTW_140F,CTW_140G,CTW_140H,CTW_140I,EHG_ALL,KOL,TOTINC,WGHT_PER,DDAY
24653,9,7,1,1,3,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,2,2727.2061,3
24654,3,5,2,5,1,11,3,1,52,7,1,55.0,2,2,2,1,2,2,2,2,2,2,1,2,120.8493,1
24655,6,3,2,2,3,13,1,1,52,8,2,40.0,1,2,2,2,2,2,2,2,2,2,1,2,610.4767,3
24656,1,3,2,4,4,35,1,4,52,6,6,5.0,6,6,6,6,6,6,6,6,6,2,1,2,1940.3144,2
24657,2,1,2,6,2,35,1,1,52,2,2,35.0,1,2,1,2,2,2,2,2,2,6,1,2,1378.9623,1
24658,7,2,2,1,2,13,1,1,52,4,2,37.0,1,2,2,2,2,2,2,2,2,4,1,2,266.0165,1
24659,10,6,1,1,2,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,7,3,4,1708.9326,2
24660,10,4,1,1,5,13,1,1,52,1,2,40.0,1,2,2,2,2,2,2,2,2,6,3,1,1440.761,1
24661,3,4,2,2,2,47,2,1,52,2,2,16.0,1,2,2,2,2,2,2,2,2,4,1,2,981.5799,1
24662,3,1,2,6,1,48,1,4,97,7,6,7.0,6,6,6,6,6,6,6,6,6,2,1,1,3159.1665,1
24663,4,1,1,6,3,48,1,1,52,2,2,40.0,2,2,1,2,2,2,2,2,2,6,3,4,3608.7178,1
24664,11,2,1,2,4,24,1,1,52,99,2,40.0,1,2,2,2,2,2,2,2,2,3,2,4,2380.9409,3
24665,2,3,2,1,3,24,1,1,52,98,2,99.7,1,2,2,2,2,2,2,2,2,2,2,2,2019.7875,3
24666,3,5,1,5,2,12,2,1,12,9,2,60.0,1,2,2,2,2,2,2,2,2,2,1,4,582.2458,1
24667,6,6,1,1,2,24,1,6,52,99,6,99.9,6,6,6,6,6,6,6,6,6,99,9,1,1653.7297,1
24668,1,5,1,4,1,13,2,1,52,8,2,55.0,1,2,2,2,2,2,2,2,2,3,2,3,103.6148,2
24669,8,2,1,1,4,24,1,1,52,7,2,45.0,1,2,2,2,2,2,2,2,2,6,3,4,2319.1315,1
24670,1,7,2,3,1,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,3,836.2433,1
24671,8,7,2,1,2,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,3,1,3278.671,2
24672,4,6,1,1,2,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,2928.6317,1
24673,8,4,1,1,2,12,1,1,52,8,2,40.0,1,2,2,2,2,2,2,2,2,2,1,1,642.8199,1
24674,5,2,1,1,2,35,1,1,52,2,2,48.0,1,2,2,2,2,2,2,2,2,2,1,2,3044.8162,1
24675,5,4,1,1,2,35,1,1,52,1,2,40.0,1,2,2,2,2,2,2,2,2,4,1,4,1182.2846,3
24676,10,4,1,1,4,10,1,1,52,7,2,30.0,1,2,2,2,2,2,2,2,2,4,1,3,378.6752,1
24677,1,7,2,3,1,24,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,3,775.9695,1
24678,4,4,2,1,2,35,2,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,1,1954.3112,1
24679,11,5,2,1,1,11,3,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,1,99.2336,1
24680,8,5,2,1,2,10,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,3,325.8318,1
24681,7,5,1,1,2,10,2,1,52,8,2,75.0,2,2,1,2,2,2,2,2,2,4,1,7,164.1899,1
24682,12,5,2,1,2,35,1,5,24,5,6,17.0,6,6,6,6,6,6,6,6,6,6,1,6,1305.6132,1
24683,2,3,1,1,4,24,1,1,52,4,2,45.0,2,2,2,2,2,2,2,2,1,6,3,7,3252.9685,1
24684,3,6,2,5,1,48,2,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,2,898.3949,1
24685,4,4,1,2,2,35,1,1,52,7,2,25.0,1,2,2,2,2,2,2,2,2,6,1,2,2329.0037,2
24686,3,7,2,3,1,47,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,3,1,412.1377,3
24687,3,6,1,6,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,7,931.2139,1
24688,3,6,1,2,2,13,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,423.5825,1
24689,12,2,2,1,2,35,1,1,50,2,2,40.0,1,1,2,2,2,2,2,2,2,2,1,2,2775.0204,2
24690,12,3,1,4,1,12,1,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,7,729.5942,3
24691,2,6,2,5,1,47,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,2,234.0654,2
24692,11,4,1,1,2,24,2,1,48,8,2,30.0,1,2,2,2,2,2,2,2,2,3,2,4,2558.3731,1
24693,9,4,1,1,2,47,1,1,52,1,2,45.0,1,2,2,2,2,2,2,2,2,3,1,3,3198.8891,1
24694,1,5,1,4,1,59,1,1,52,8,2,35.0,2,2,2,1,2,2,2,2,2,2,1,2,1124.9129,2
24695,4,3,1,1,4,48,1,1,52,3,2,40.0,1,2,2,2,2,2,2,2,2,6,1,3,3005.3012,1
24696,6,1,1,6,4,35,1,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,1,5330.4156,1
24697,7,7,2,1,2,24,2,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,1,1394.0568,1
24698,12,4,2,1,3,24,1,1,52,3,2,40.0,2,2,2,2,2,2,2,1,2,5,3,4,3650.333,1
24699,11,2,2,1,5,46,1,6,5,2,2,28.0,6,6,6,6,6,6,6,6,6,3,1,1,1021.2811,1
24700,11,4,1,1,2,59,1,1,52,3,2,45.0,1,2,2,2,2,2,2,1,2,7,1,2,651.4104,1
24701,8,4,2,1,5,59,1,6,41,5,6,27.5,6,6,6,6,6,6,6,6,6,4,1,2,778.2393,1
24702,2,3,1,1,5,35,1,1,52,1,2,55.0,2,2,1,2,2,2,2,2,2,6,1,7,1475.0478,2
24703,4,4,2,6,2,24,1,1,52,3,2,37.5,2,1,2,2,2,2,2,2,2,7,2,4,1160.3945,3
24704,7,3,1,2,2,59,2,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,3,1552.0452,1
24705,7,2,2,6,1,59,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,2,2854.9717,1
24706,2,4,2,1,4,35,1,1,52,7,2,40.0,1,2,2,2,2,2,2,2,2,4,1,3,5145.1729,1
24707,5,3,1,1,2,46,2,1,52,1,2,60.0,2,2,2,2,2,2,2,1,2,6,1,2,1330.5006,1
24708,4,2,1,6,1,35,2,1,20,7,2,30.0,2,2,2,2,1,2,2,2,2,1,1,2,1223.411,1
24709,5,4,1,1,4,24,1,1,52,8,2,40.0,1,2,2,2,2,2,2,2,2,4,2,6,5311.1908,3
24710,7,6,1,1,2,12,2,1,52,7,2,40.0,1,2,2,2,2,2,2,2,2,99,1,3,356.6823,2
24711,8,6,1,6,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,2,925.8581,1
24712,11,4,1,1,2,35,1,1,52,3,1,60.0,1,2,2,2,2,2,2,2,2,3,1,5,892.3506,2
24713,4,3,1,5,1,35,1,1,52,3,2,30.0,1,2,2,2,2,2,2,2,2,4,1,4,1024.503,3
24714,3,3,2,1,5,47,1,1,52,5,2,45.0,1,2,2,2,2,2,2,2,2,6,1,3,634.584,3
24715,10,4,1,6,2,35,1,1,52,9,2,40.0,1,2,2,2,2,2,2,2,2,4,1,5,2417.1228,1
24716,11,2,2,1,4,13,1,4,9,2,6,5.0,6,6,6,6,6,6,6,6,6,2,3,1,255.8401,2
24717,6,5,2,3,1,24,1,1,52,4,2,28.0,1,2,2,2,2,2,2,2,2,3,2,2,802.9221,1
24718,6,4,1,6,1,12,1,1,52,2,2,35.0,1,2,2,2,2,2,2,2,2,6,1,3,1028.4787,1
24719,1,6,1,6,1,24,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,3,3,708.0059,3
24720,8,5,2,5,2,24,1,1,15,5,2,47.5,1,2,2,2,2,2,2,2,2,6,3,5,1807.2318,2
24721,2,5,2,5,1,12,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,3,528.2966,1
24722,1,6,2,5,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,3,2,818.5109,2
24723,7,4,1,1,4,24,1,1,36,1,2,35.0,1,2,2,2,1,2,2,2,2,7,3,7,3608.3128,1
24724,2,4,2,1,4,46,2,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,4,1,2,667.934,1
24725,7,4,2,2,2,24,2,1,52,7,2,40.0,1,2,2,2,2,2,2,2,2,2,2,2,721.9319,3
24726,4,5,2,6,1,47,1,1,52,1,2,44.0,1,2,2,2,2,2,2,2,2,2,1,2,334.0872,1
24727,11,1,2,6,6,59,1,3,52,5,6,30.0,1,2,2,2,2,2,2,2,2,2,1,1,6175.0562,1
24728,8,4,2,2,2,10,1,1,52,99,2,35.0,6,6,6,6,6,6,6,6,6,99,3,3,159.1053,1
24729,4,7,1,6,1,24,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,2,1099.7472,3
24730,4,3,1,6,1,47,1,1,52,3,2,40.0,1,2,2,2,2,2,2,2,2,6,1,4,495.51,1
24731,4,3,1,1,2,46,2,1,52,1,1,70.0,2,2,2,2,2,2,2,1,2,2,1,1,820.7128,3
24732,12,4,1,2,4,24,1,1,52,3,2,45.0,1,2,2,2,2,2,2,2,2,6,3,7,3139.2545,1
24733,3,6,1,1,2,48,1,1,52,98,2,35.0,1,2,2,2,2,2,2,2,2,98,1,3,1419.9516,1
24734,8,7,2,3,1,12,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,4,301.9003,2
24735,9,1,2,6,5,35,1,1,52,7,2,22.0,2,1,2,2,2,2,2,2,2,2,1,1,9319.424,1
24736,10,5,1,1,2,24,1,1,11,5,2,45.0,1,2,2,2,2,2,2,2,2,97,3,6,1497.2846,1
24737,8,4,2,6,1,24,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,6,2,3,666.085,2
24738,3,1,1,6,4,48,1,3,96,96,6,99.6,2,2,2,1,2,2,2,2,2,1,1,1,3946.0443,1
24739,10,3,1,6,1,24,1,1,34,7,2,40.0,1,2,2,2,2,2,2,2,2,3,2,2,1308.9671,1
24740,6,5,2,1,3,13,1,1,52,5,2,50.0,2,2,2,2,2,2,2,1,2,2,3,1,1049.3091,1
24741,5,3,2,1,5,48,1,1,52,4,2,55.0,1,2,2,2,2,2,2,2,2,7,1,6,5992.9817,2
24742,6,4,1,1,4,35,1,1,52,5,2,44.0,1,2,2,1,2,2,2,2,2,7,3,4,1058.3172,1
24743,3,5,1,6,1,24,1,1,52,7,2,40.0,1,2,2,2,2,2,2,2,2,3,2,2,1319.2968,1
24744,2,7,2,3,1,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,2,1061.1386,2
24745,7,4,2,1,5,46,1,1,52,8,2,40.0,2,1,2,2,2,2,2,2,2,4,1,2,3396.7561,3
24746,10,2,1,6,1,24,2,1,44,8,2,42.5,1,2,2,2,2,2,2,2,2,3,3,3,1743.6424,1
24747,9,5,1,1,2,12,1,1,52,3,2,50.0,2,2,2,2,2,2,2,1,2,7,1,3,570.5143,3
24748,8,3,1,6,1,35,1,1,52,95,2,40.0,1,2,2,2,2,2,2,2,2,4,1,2,1460.8659,1
24749,1,6,2,1,2,24,1,5,49,7,6,20.0,6,6,6,6,6,6,6,6,6,2,2,1,1635.1878,2
24750,5,1,1,6,5,10,1,3,9,7,6,15.0,2,2,1,2,2,2,2,2,2,1,1,1,237.8345,1
24751,6,6,2,1,2,12,1,1,52,7,2,40.0,1,2,2,2,2,2,2,2,2,5,1,2,455.6021,2
24752,8,5,2,1,3,35,1,1,52,1,2,35.0,1,2,2,2,2,2,2,2,2,6,3,3,2262.5544,1
24753,12,6,2,5,1,12,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,1,307.4777,1
24754,1,6,1,1,3,24,1,5,4,1,6,50.0,6,6,6,6,6,6,6,6,6,1,3,4,1838.9111,1
24755,6,5,1,5,1,35,1,6,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,3,951.9541,1
24756,10,2,1,1,3,11,3,1,52,4,2,37.5,1,2,2,2,2,2,2,2,2,6,1,3,244.8744,1
24757,7,7,1,1,2,13,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,2,865.9,1
24758,8,7,2,2,2,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,3,1,1391.4516,1
24759,1,5,2,6,1,35,1,1,52,1,2,35.0,2,2,1,2,2,2,2,2,2,5,1,4,1139.8195,1
24760,5,6,1,1,2,35,1,1,52,2,2,50.0,1,2,2,2,2,2,2,2,2,4,1,7,1310.7735,1
24761,2,1,1,6,5,35,1,3,8,6,6,40.0,2,2,1,2,2,2,2,2,2,2,3,1,9335.4966,1
24762,2,5,2,1,3,48,1,1,52,4,2,12.0,6,6,6,6,6,6,6,6,6,4,1,7,1111.558,3
24763,4,2,1,4,1,47,1,1,52,7,1,45.0,1,2,2,2,2,2,2,2,1,2,1,2,901.9139,1
24764,3,2,2,6,4,24,1,1,30,7,2,37.5,2,2,1,2,2,2,2,2,2,6,3,1,6790.8254,2
24765,4,6,1,5,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,3,3,852.9597,3
24766,4,5,1,2,2,13,2,6,22,8,6,50.0,6,6,6,6,6,6,6,6,6,2,3,2,655.5059,1
24767,12,7,2,3,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,1,1093.9998,1
24768,11,6,1,6,1,11,3,1,33,5,2,20.0,1,2,2,2,2,2,2,2,2,7,1,5,85.2363,1
24769,5,2,2,2,2,35,1,1,52,4,2,60.0,1,2,2,2,2,2,2,2,2,7,3,4,3288.7556,1
24770,4,7,1,1,2,11,3,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,2,198.872,1
24771,2,3,1,6,1,35,1,1,48,7,2,40.0,9,9,9,9,9,9,9,9,9,99,9,2,1404.7366,1
24772,6,5,2,3,1,47,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,2,1,4,520.3488,2
24773,3,3,2,1,4,59,1,4,52,5,6,10.0,6,6,6,6,6,6,6,6,6,7,1,2,1610.4161,1
24774,5,5,2,5,3,48,1,1,52,5,2,45.0,2,2,2,2,2,2,2,1,2,7,1,5,3217.093,1
24775,6,6,1,1,2,47,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,3,729.1355,1
24776,10,5,2,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,1,1329.1506,1
24777,12,6,2,1,2,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,2,2091.9334,1
24778,5,7,2,1,2,47,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,1,612.1107,1
24779,5,4,2,2,2,24,2,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,2,1,1202.3981,1
24780,10,3,2,2,4,35,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,3,855.7883,1
24781,6,6,2,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,1500.9937,1
24782,1,6,2,6,1,11,3,5,52,4,6,14.0,6,6,6,6,6,6,6,6,6,4,1,6,114.196,1
24783,3,4,2,1,3,10,2,1,52,5,2,35.0,1,2,2,2,2,2,2,2,2,7,1,5,170.1947,1
24784,7,2,2,2,2,35,1,3,96,96,6,99.6,1,2,2,2,2,2,2,2,2,7,3,1,2647.369,1
24785,8,6,2,1,2,24,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,3,2,1492.2297,1
24786,7,3,1,6,1,24,1,1,52,1,2,18.0,2,2,2,1,2,2,2,2,2,6,3,2,1844.2687,1
24787,11,6,2,1,2,12,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,710.9775,1
24788,8,7,2,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,2,1507.3196,3
24789,5,3,2,1,5,12,1,1,52,2,2,45.0,2,1,2,2,2,2,2,2,2,7,1,6,1412.2966,1
24790,2,5,1,2,2,46,1,1,52,2,2,24.0,1,2,2,2,2,2,2,2,2,1,1,5,410.697,1
24791,10,2,2,6,3,35,1,1,52,2,2,40.0,2,2,1,2,2,2,2,2,2,2,1,2,3305.4974,1
24792,4,3,2,1,3,10,1,1,52,7,2,40.0,1,2,2,2,2,2,2,2,2,4,1,2,351.6044,1
24793,2,6,1,1,2,13,2,5,14,8,6,40.0,6,6,6,6,6,6,6,6,6,2,3,2,188.7723,2
24794,6,5,1,6,2,35,2,1,52,8,2,45.0,2,1,2,2,2,2,2,2,2,2,1,3,1442.8711,3
24795,3,3,2,1,2,48,1,1,52,98,2,99.7,1,2,2,2,2,2,2,2,2,2,1,1,1682.1914,1
24796,12,6,2,1,2,35,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,3,1,1675.0394,1
24797,3,3,1,2,4,35,1,1,52,2,2,50.0,1,2,2,2,2,2,2,2,2,6,1,5,996.9389,1
24798,10,5,1,1,2,24,2,6,39,1,6,50.0,6,6,6,6,6,6,6,6,6,1,2,3,1813.5565,1
24799,4,6,2,1,1,48,1,1,52,2,2,37.5,2,2,1,2,2,2,2,2,2,4,1,5,400.5982,2
24800,2,4,1,1,3,35,2,1,52,8,2,60.0,1,2,2,2,2,2,2,2,2,4,1,3,1756.5868,1
24801,6,3,2,1,2,35,2,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,7,1717.3955,1
24802,3,4,2,1,4,59,1,1,52,2,2,35.0,2,2,2,2,2,2,2,1,2,4,1,7,3366.2959,1
24803,2,5,2,2,2,35,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,2,1,2,1505.0796,1
24804,1,5,2,6,1,46,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,7,1,3,864.2935,1
24805,10,2,2,6,2,35,1,2,37,2,6,25.0,6,6,6,6,6,6,6,6,6,4,1,1,2032.9891,1
24806,6,6,1,1,2,13,1,5,20,3,6,32.0,6,6,6,6,6,6,6,6,6,4,1,3,892.2991,1
24807,8,3,1,6,1,24,1,1,51,9,2,50.0,1,2,2,2,2,2,2,2,2,1,3,1,1514.6882,1
24808,3,5,1,5,1,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,2,821.5527,1
24809,11,4,1,1,2,35,2,6,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,4,1109.1511,1
24810,11,6,2,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,1521.7956,1
24811,5,1,1,6,5,11,3,3,8,7,6,40.0,2,2,1,2,2,2,2,2,2,1,3,1,869.6217,3
24812,2,4,1,1,3,35,1,1,52,3,2,40.0,1,2,2,2,2,2,2,2,2,6,1,5,2133.5634,1
24813,2,4,2,1,4,35,1,1,52,5,2,36.2,2,2,1,2,2,2,2,2,2,7,1,3,830.5768,1
24814,8,4,1,6,1,13,2,1,52,95,2,60.0,1,2,2,2,2,2,2,2,2,3,1,2,185.283,1
24815,11,2,2,2,2,35,1,1,52,5,2,40.0,2,2,2,1,2,2,2,2,2,7,3,4,4331.3536,1
24816,3,7,2,1,6,48,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,2,2621.8849,1
24817,11,6,1,5,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,2,2170.1331,1
24818,8,1,2,6,5,35,1,1,52,7,2,16.0,1,2,2,2,2,2,2,2,2,1,3,1,7946.9063,1
24819,8,1,2,6,2,35,1,4,8,7,6,60.0,6,6,6,6,6,6,6,6,6,2,1,2,777.1422,1
24820,9,4,2,2,3,35,1,1,52,3,2,36.3,1,2,2,2,2,2,2,2,2,7,1,7,2556.1311,1
24821,10,6,2,5,1,24,1,1,52,2,2,28.0,1,2,2,2,2,2,2,2,2,3,3,3,935.3243,1
24822,1,4,1,6,2,35,1,1,52,7,2,60.0,2,2,2,1,2,2,2,2,2,6,1,3,2539.9592,2
24823,6,7,1,5,1,35,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,1519.4478,2
24824,5,6,2,3,1,46,2,6,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,444.4101,1
24825,6,6,1,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,3,1970.3163,1
24826,1,6,1,1,2,47,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,6,572.5627,2
24827,2,4,2,6,1,35,1,1,52,1,2,50.0,2,2,1,2,2,2,2,2,2,5,1,6,1549.993,1
24828,4,7,2,3,1,11,3,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,4,40.5858,3
24829,4,4,1,6,1,59,1,5,3,7,6,3.0,6,6,6,6,6,6,6,6,6,1,1,1,1070.7281,3
24830,2,4,1,6,1,35,1,1,52,4,1,47.5,2,2,1,2,2,2,2,2,2,7,1,4,452.1397,2
24831,9,7,2,3,1,11,3,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,4,109.2252,1
24832,9,2,1,6,1,48,1,1,52,8,2,30.0,1,2,2,2,2,2,2,2,2,3,1,7,1729.8718,1
24833,4,5,2,1,2,59,2,1,40,5,2,41.5,1,2,2,2,2,2,2,2,2,4,1,2,1037.9868,1
24834,7,5,2,6,1,35,1,5,43,2,6,37.5,6,6,6,6,6,6,6,6,6,6,1,6,1359.4619,1
24835,12,5,1,4,3,24,1,1,36,7,2,18.0,1,2,2,2,2,2,2,2,2,6,3,3,1808.408,2
24836,5,4,2,1,1,48,1,1,52,7,2,55.0,1,2,2,2,2,2,2,2,2,99,1,2,595.8952,1
24837,12,5,2,1,3,24,1,5,5,1,6,37.5,6,6,6,6,6,6,6,6,6,2,3,5,1572.5299,1
24838,11,2,2,6,1,35,1,4,1,10,6,40.0,6,6,6,6,6,6,6,6,6,4,1,2,2212.1071,1
24839,10,3,1,2,2,24,1,1,52,7,2,36.0,1,2,2,2,2,2,2,2,2,6,3,5,3282.5553,2
24840,10,3,2,2,3,35,1,1,52,5,2,35.0,1,2,2,2,2,2,2,2,2,4,1,5,653.667,3
24841,7,4,1,1,5,24,1,1,52,1,2,75.0,1,2,2,2,2,2,2,2,2,4,3,5,5079.163,1
24842,6,7,2,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,3,1,2159.457,1
24843,2,5,1,5,1,35,1,6,32,9,6,24.0,6,6,6,6,6,6,6,6,6,5,1,2,866.4957,1
24844,4,6,2,1,2,11,3,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,6,228.5347,1
24845,2,6,2,6,1,12,1,1,52,7,2,24.0,2,2,2,1,2,2,2,2,2,2,1,1,185.3813,1
24846,7,4,1,1,4,35,1,1,52,10,2,40.0,1,2,2,2,2,2,2,2,2,4,1,5,3644.2286,3
24847,1,5,2,1,2,24,2,1,52,7,2,20.0,1,2,2,2,2,2,2,2,2,4,2,1,1963.6231,1
24848,12,1,2,6,4,48,2,3,12,7,6,40.0,2,2,1,2,2,2,2,2,2,1,1,1,3209.3826,3
24849,8,6,1,1,2,24,1,5,6,2,6,20.0,6,6,6,6,6,6,6,6,6,7,3,7,2055.0451,1
24850,4,6,2,1,2,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,3,435.6544,1
24851,6,2,1,6,4,35,1,2,38,5,6,30.0,6,6,6,6,6,6,6,6,6,7,1,1,2322.8436,1
24852,8,3,2,1,4,24,1,1,52,7,1,41.0,1,2,2,2,2,2,2,2,2,97,1,2,3254.5653,3
24853,3,4,2,1,5,46,1,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,3,3054.1766,1
24854,4,4,1,1,1,59,1,6,52,7,6,37.5,6,6,6,6,6,6,6,6,6,3,1,3,1215.1796,3
24855,3,4,1,4,2,35,1,1,52,4,2,40.0,1,2,2,2,2,2,2,2,2,6,3,7,2487.3705,3
24856,2,2,2,6,3,13,2,1,43,5,1,38.0,1,2,2,2,2,2,2,2,2,4,3,2,725.5808,3
24857,3,4,2,1,2,46,2,1,52,5,2,22.0,1,2,2,2,2,2,2,2,2,5,1,2,740.4015,1
24858,12,6,1,1,2,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,3,1444.3368,3
24859,6,6,2,2,2,59,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,1050.6889,1
24860,10,1,1,6,3,35,1,3,96,96,6,99.6,2,2,1,2,2,2,2,2,2,1,1,1,4819.6033,1
24861,3,2,1,6,4,35,1,1,52,2,2,60.0,1,2,2,2,2,2,2,2,2,6,1,2,8380.6642,1
24862,3,1,1,6,5,24,1,3,15,3,6,35.0,1,2,1,2,2,2,2,2,2,4,3,1,8086.7587,1
24863,2,6,1,1,2,47,2,1,52,2,2,65.0,1,2,2,2,2,2,2,2,2,2,1,3,1175.7933,1
24864,5,5,1,1,2,48,1,1,52,8,2,50.0,2,2,1,2,2,2,2,2,2,2,1,5,934.2294,1
24865,2,3,2,1,4,12,2,1,52,8,2,48.0,1,2,2,2,2,2,2,2,2,3,1,3,1252.8007,1
24866,3,3,1,1,4,59,1,4,52,3,6,20.0,6,6,6,6,6,6,6,6,6,7,1,2,2326.5474,1
24867,2,6,2,5,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,7,1,5,1865.6735,3
24868,3,5,1,1,3,12,1,1,52,8,2,45.0,1,2,2,2,2,2,2,2,2,3,1,3,1738.7175,1
24869,2,5,1,1,6,35,1,1,52,95,2,40.0,1,2,2,2,2,2,2,2,2,4,1,3,7514.6353,3
24870,1,5,2,5,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,7,2,3,1057.0698,1
24871,4,3,2,5,1,35,1,1,52,3,2,55.0,1,2,2,2,2,2,2,2,2,7,1,5,619.4938,1
24872,9,6,1,1,2,35,2,1,52,1,9,30.0,9,9,9,9,9,9,9,9,9,6,1,5,1172.1054,3
24873,5,5,2,4,2,13,2,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,567.5749,3
24874,2,6,2,5,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,1,923.1034,1
24875,6,5,1,1,2,59,1,1,52,9,2,50.0,1,2,2,2,2,2,2,2,2,2,1,3,1578.3758,1
24876,2,7,2,3,1,46,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,2,330.3601,2
24877,9,3,2,1,4,35,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,3,6349.9138,1
24878,4,7,2,1,2,12,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,2,612.9939,1
24879,3,3,1,1,2,13,1,1,52,8,2,75.0,1,2,2,2,2,2,2,2,2,1,2,1,533.4296,1
24880,1,5,2,1,4,35,1,4,52,5,6,2.0,6,6,6,6,6,6,6,6,6,4,1,1,1096.5465,2
