occID,WGHT_PER,AGEGRP,SEX,MARSTH,HHSIZE,PR,REGION,CMA,DDAY,ACT7DAYS,WKWE,LFTAG,HRSWRK,EDU10,CTW_Q140_C01,CTW_Q140_C02,CTW_Q140_C03,CTW_Q140_C04,CTW_Q140_C05,CTW_Q140_C06,CTW_Q140_C07,CTW_Q140_C08,CTW_Q140_C09,KOL,TOTINC,HRSWRK_RAW,MODE,TOTINC_RAW,TOTINC_SOURCE,CYCLE_YEAR,SURVYEAR,SURVMNTH,COLLECT_MODE,TUI_10_AVAIL,BS_TYPE
150,1592.9947,1,2,6,5,47,4,1,1,3,52,1,1.0,9,2,1,2,2,2,2,2,2,2,1.0,1.0,5.0,2,2,SELF,2010,2010,,0,0,MEAN_BS
151,2527.6173,1,1,6,2,35,3,1,1,1,52,1,1.0,8,2,1,2,2,2,2,2,2,2,1.0,1.0,25.0,2,3,SELF,2010,2010,,0,0,MEAN_BS
152,4447.6492,1,1,6,5,35,3,1,3,3,2,2,,9,2,1,2,2,2,2,2,2,2,3.0,1.0,99.7,2,2,SELF,2010,2010,,0,0,MEAN_BS
153,461.343,5,1,1,2,47,4,1,1,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,1.0,2.0,40.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
154,541.1473,4,2,6,1,59,5,1,3,6,52,1,1.0,3,7,7,7,7,7,7,7,7,7,1.0,1.0,6.0,,4,SELF,2010,2010,,0,0,MEAN_BS
155,437.2762,1,2,6,4,13,1,2,2,3,12,1,1.0,9,1,2,2,2,2,2,2,2,2,1.0,1.0,15.0,1,2,SELF,2010,2010,,0,0,MEAN_BS
156,2165.3598,4,1,2,3,59,5,1,1,1,52,1,3.0,6,1,2,2,2,2,2,2,2,2,1.0,3.0,36.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
157,2990.3085,6,1,1,3,35,3,1,2,6,44,3,,10,7,7,7,7,7,7,7,7,7,3.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
158,2117.3009,5,2,1,2,59,5,2,1,1,52,1,5.0,3,2,2,2,1,2,2,2,2,2,1.0,,47.2,3,99,SELF,2010,2010,,0,0,MEAN_BS
159,453.4492,3,1,6,1,12,1,2,2,4,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
160,2468.188,4,2,1,2,59,5,2,1,4,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,3,SELF,2010,2010,,0,0,MEAN_BS
161,771.5979,5,2,3,1,35,3,1,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
162,4596.7598,5,1,1,3,24,2,1,2,5,97,3,,5,7,7,7,7,7,7,7,7,7,2.0,3.0,99.7,,9,SELF,2010,2010,,0,0,MEAN_BS
163,1232.2115,2,2,6,4,13,1,1,1,6,97,3,,3,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
164,675.7631,5,1,1,2,47,4,1,1,1,52,1,4.0,2,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
165,257.0001,6,1,1,2,10,1,1,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
166,2710.2721,4,1,1,2,35,3,1,1,1,52,1,6.0,7,1,2,2,2,2,2,2,2,2,1.0,,50.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
167,1908.8985,4,2,1,2,48,4,1,1,2,24,3,,3,7,7,7,7,7,7,7,7,7,1.0,5.0,99.7,,12,SELF,2010,2010,,0,0,MEAN_BS
168,117.8346,2,1,6,1,11,1,3,1,6,35,3,,8,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
169,913.8263,5,2,5,1,35,3,1,3,5,50,3,,2,7,7,7,7,7,7,7,7,7,2.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
170,844.1379,3,2,1,4,47,4,1,2,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,3.0,3.0,40.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
171,477.4645,3,1,1,4,10,1,2,1,1,52,1,5.0,6,2,1,2,2,2,2,2,2,2,1.0,4.0,48.0,2,10,SELF,2010,2010,,0,0,MEAN_BS
172,874.0288,6,1,1,2,47,4,2,1,1,52,,,8,2,2,2,2,2,2,2,1,2,1.0,3.0,99.9,4,9,SELF,2010,2010,,0,0,MEAN_BS
173,3916.0802,6,1,1,2,24,2,2,2,5,97,3,,10,7,7,7,7,7,7,7,7,7,2.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
174,4304.5626,1,2,6,3,59,5,1,1,1,52,1,1.0,9,1,2,2,2,2,2,2,2,2,1.0,,20.0,1,99,SELF,2010,2010,,0,0,MEAN_BS
175,2603.8705,5,2,1,2,48,4,1,1,1,52,1,2.0,4,1,2,2,2,2,2,2,2,2,1.0,,34.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
176,3494.8024,5,1,1,2,24,2,2,1,1,52,1,4.0,4,1,2,2,2,2,2,2,2,2,2.0,2.0,42.0,1,6,SELF,2010,2010,,0,0,MEAN_BS
177,532.6403,6,2,1,2,12,1,1,3,5,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
178,2711.9061,6,2,3,2,35,3,1,2,5,97,3,,10,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
179,2791.7544,5,2,1,2,24,2,1,1,5,97,3,,4,7,7,7,7,7,7,7,7,7,2.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
180,3786.7627,4,1,1,4,59,5,1,1,1,52,1,7.0,2,1,2,2,2,2,2,2,2,2,2.0,3.0,56.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
181,250.1261,5,2,5,1,59,5,1,3,5,97,3,,9,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
182,637.3572,2,2,4,2,13,1,1,1,4,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
183,370.313,4,1,1,2,11,1,3,2,1,52,1,3.0,3,1,2,2,2,2,2,2,2,2,1.0,3.0,37.5,1,9,SELF,2010,2010,,0,0,MEAN_BS
184,6112.1785,1,1,6,2,24,2,1,2,1,52,1,4.0,4,2,2,2,2,2,2,2,2,1,2.0,2.0,40.0,6,7,SELF,2010,2010,,0,0,MEAN_BS
185,2422.6593,7,1,1,2,48,4,1,3,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
186,308.8502,7,2,3,1,10,1,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,,99.7,,99,SELF,2010,2010,,0,0,MEAN_BS
187,770.6463,5,2,3,2,47,4,1,1,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
188,2101.3203,6,2,1,2,35,3,2,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
189,1309.2794,3,2,6,1,24,2,1,1,1,52,1,4.0,5,2,2,2,1,2,2,2,2,2,2.0,5.0,40.0,3,11,SELF,2010,2010,,0,0,MEAN_BS
190,4466.8412,4,2,1,4,35,3,1,1,1,52,1,4.0,4,1,2,2,2,2,2,2,2,2,3.0,2.0,40.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
191,1132.8388,4,2,2,2,46,4,1,1,6,97,3,,7,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,3,SELF,2010,2010,,0,0,MEAN_BS
192,901.7554,3,2,1,4,13,1,2,1,1,52,1,5.0,3,1,2,2,2,2,2,2,2,2,1.0,2.0,45.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
193,563.4284,6,2,1,2,12,1,1,1,6,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,2,SELF,2010,2010,,0,0,MEAN_BS
194,1330.6839,5,2,5,2,48,4,1,1,1,52,1,3.0,4,1,2,2,2,2,2,2,2,2,1.0,2.0,37.5,1,7,SELF,2010,2010,,0,0,MEAN_BS
195,2462.8617,4,2,1,2,35,3,1,1,4,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
196,4129.0138,2,2,2,2,35,3,1,1,1,52,1,4.0,1,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
197,1758.6578,5,1,1,2,59,5,2,2,4,32,3,,4,7,7,7,7,7,7,7,7,7,1.0,4.0,99.7,,10,SELF,2010,2010,,0,0,MEAN_BS
198,11744.9613,2,1,6,5,35,3,1,1,3,97,2,,2,2,2,2,1,2,2,2,2,2,3.0,1.0,99.7,3,2,SELF,2010,2010,,0,0,MEAN_BS
199,3297.6651,2,2,2,3,48,4,1,1,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,1.0,2.0,44.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
200,431.1199,7,2,3,1,12,1,2,2,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
201,874.5524,1,2,1,2,13,1,1,2,1,52,1,5.0,4,1,2,2,2,2,2,2,2,2,1.0,5.0,48.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
202,1392.3444,4,2,4,2,35,3,1,1,1,52,1,3.0,3,1,2,1,2,2,2,2,2,2,1.0,3.0,38.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
203,922.249,6,2,5,1,59,5,1,1,4,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
204,402.1146,4,1,1,2,13,1,1,1,4,52,3,,4,7,7,7,7,7,7,7,7,7,1.0,5.0,99.7,,12,SELF,2010,2010,,0,0,MEAN_BS
205,1623.407,5,2,1,2,59,5,1,2,1,16,1,3.0,4,1,2,2,2,2,2,2,2,2,1.0,3.0,35.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
206,3141.3433,2,2,6,2,35,3,1,1,1,52,1,5.0,2,1,2,2,2,2,2,2,2,2,1.0,4.0,45.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
207,601.0768,2,1,1,4,10,1,1,1,1,52,1,4.0,5,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
208,1509.8988,4,1,1,4,46,4,1,1,1,52,1,6.0,3,1,2,2,2,2,2,2,2,2,3.0,3.0,50.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
209,267.094,6,1,6,1,46,4,2,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
210,3279.2062,1,1,6,4,24,2,1,1,4,26,3,,9,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,2,SELF,2010,2010,,0,0,MEAN_BS
211,231.3041,4,2,4,1,59,5,1,3,6,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
212,730.0963,4,2,1,2,59,5,1,1,2,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
213,3134.5116,5,1,1,2,35,3,1,1,1,52,1,8.0,9,1,2,2,2,2,2,2,2,2,1.0,5.0,60.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
214,393.8631,7,1,6,1,46,4,1,3,5,97,3,,10,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
215,2033.7348,4,2,5,2,24,2,1,1,1,26,1,4.0,9,1,2,2,2,2,2,2,2,2,2.0,1.0,40.0,1,5,SELF,2010,2010,,0,0,MEAN_BS
216,2308.2621,2,2,2,2,35,3,1,1,1,52,1,3.0,1,2,2,1,2,2,2,2,2,2,2.0,3.0,35.0,6,9,SELF,2010,2010,,0,0,MEAN_BS
217,3127.355,3,2,1,4,59,5,1,1,4,97,3,,5,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
218,2257.5013,5,1,1,2,24,2,1,1,5,97,3,,4,7,7,7,7,7,7,7,7,7,2.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
219,3067.2865,2,2,1,3,48,4,1,3,3,50,2,,2,2,2,1,2,2,2,2,2,2,3.0,3.0,99.7,6,8,SELF,2010,2010,,0,0,MEAN_BS
220,2208.4262,2,2,2,2,35,3,1,3,1,52,1,4.0,2,1,2,2,2,2,2,2,2,2,1.0,5.0,40.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
221,6490.4147,1,1,6,5,24,2,1,1,3,52,1,1.0,6,2,2,1,2,2,2,2,2,2,2.0,1.0,12.0,6,3,SELF,2010,2010,,0,0,MEAN_BS
222,1875.6854,2,1,6,1,24,2,1,1,1,52,1,4.0,6,1,2,2,2,2,2,2,2,2,2.0,1.0,40.0,1,5,SELF,2010,2010,,0,0,MEAN_BS
223,3432.578,3,2,1,5,59,5,1,1,4,52,1,1.0,1,7,7,7,7,7,7,7,7,7,3.0,2.0,20.0,,7,SELF,2010,2010,,0,0,MEAN_BS
224,399.8175,7,2,3,1,47,4,1,1,5,97,3,,10,7,7,7,7,7,7,7,7,7,3.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
225,1686.7742,3,1,6,2,24,2,1,1,1,52,1,4.0,8,2,1,2,2,2,2,2,2,2,2.0,2.0,40.0,2,6,SELF,2010,2010,,0,0,MEAN_BS
226,2105.5845,5,1,1,2,35,3,1,3,1,37,1,4.0,8,1,2,2,2,2,2,2,2,2,3.0,2.0,40.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
227,3341.5825,7,1,1,2,35,3,1,3,5,97,3,,10,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
228,354.7378,4,2,1,2,10,1,1,2,1,52,1,2.0,9,7,7,7,7,7,7,7,7,7,1.0,4.0,30.0,,10,SELF,2010,2010,,0,0,MEAN_BS
229,1927.1722,5,2,1,2,35,3,1,2,5,97,3,,10,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
230,2810.1915,1,2,6,4,12,1,1,1,3,2,1,1.0,9,2,2,1,2,2,2,2,2,2,1.0,1.0,16.0,6,1,SELF,2010,2010,,0,0,MEAN_BS
231,1821.4054,3,1,6,1,35,3,1,1,4,36,3,,8,7,7,7,7,7,7,7,7,7,3.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
232,252.7718,6,2,3,1,46,4,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
233,1438.2387,7,2,3,1,35,3,1,1,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
234,2705.6844,6,2,1,2,24,2,1,1,4,97,3,,9,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
235,247.1471,4,2,6,2,10,1,1,1,1,52,1,4.0,1,2,2,2,1,2,2,2,2,2,1.0,2.0,40.0,3,6,SELF,2010,2010,,0,0,MEAN_BS
236,2545.6562,4,1,5,2,59,5,1,1,1,52,,,8,8,8,8,8,8,8,8,8,8,1.0,,99.9,,98,SELF,2010,2010,,0,0,MEAN_BS
237,542.9679,4,2,1,2,13,1,1,1,8,97,3,,98,7,7,7,7,7,7,7,7,7,,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
238,1082.5393,3,2,1,1,35,3,1,1,4,20,3,,2,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
239,1110.7561,4,2,6,1,48,4,1,1,1,52,1,1.0,2,2,2,2,2,2,2,2,1,2,1.0,3.0,8.0,4,8,SELF,2010,2010,,0,0,MEAN_BS
240,2388.9979,4,1,6,2,24,2,1,1,1,52,1,3.0,8,1,2,2,2,2,2,2,2,2,2.0,2.0,35.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
241,1671.5594,4,1,5,1,24,2,1,2,1,52,1,4.0,6,2,2,1,2,2,2,2,2,2,2.0,3.0,40.0,6,9,SELF,2010,2010,,0,0,MEAN_BS
242,3154.3985,3,1,1,4,48,4,1,3,1,52,1,5.0,8,1,2,2,2,2,2,2,2,2,1.0,5.0,45.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
243,2675.9179,5,2,1,2,24,2,1,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,2.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
244,1679.1117,5,1,1,2,35,3,2,3,5,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,3,SELF,2010,2010,,0,0,MEAN_BS
245,1319.8362,7,2,3,1,35,3,1,1,5,97,3,,8,7,7,7,7,7,7,7,7,7,2.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
246,9065.0908,2,1,6,4,24,2,2,1,3,20,2,,4,1,2,2,2,2,2,2,2,2,2.0,1.0,99.7,1,4,SELF,2010,2010,,0,0,MEAN_BS
247,448.555,5,1,3,1,47,4,1,3,1,29,1,3.0,8,2,2,1,2,2,2,2,2,2,1.0,2.0,38.0,6,6,SELF,2010,2010,,0,0,MEAN_BS
248,11584.6492,1,2,6,4,48,4,1,1,3,97,2,,5,8,8,8,8,8,8,8,8,8,3.0,,99.7,,99,SELF,2010,2010,,0,0,MEAN_BS
249,386.8306,7,2,4,1,13,1,1,1,5,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,9,SELF,2010,2010,,0,0,MEAN_BS
250,2990.871,5,2,1,2,24,2,2,2,4,97,3,,8,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
251,1275.3379,7,2,3,1,35,3,1,2,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
252,1927.1722,5,2,1,2,35,3,2,2,1,52,1,3.0,3,1,2,2,1,2,2,2,2,2,1.0,5.0,36.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
253,1060.0002,5,2,5,1,24,2,1,3,1,52,1,3.0,2,7,7,7,7,7,7,7,7,7,2.0,3.0,35.0,,9,SELF,2010,2010,,0,0,MEAN_BS
254,1525.7462,4,2,6,1,24,2,1,1,6,97,3,,5,7,7,7,7,7,7,7,7,7,2.0,3.0,99.7,,9,SELF,2010,2010,,0,0,MEAN_BS
255,6291.8178,3,1,1,4,35,3,1,1,1,52,1,7.0,8,1,2,2,2,2,2,2,2,2,1.0,4.0,55.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
256,2559.7749,6,2,1,2,35,3,1,1,4,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
257,1543.172,1,1,6,5,46,4,2,2,1,40,1,8.0,7,7,7,7,7,7,7,7,7,7,3.0,2.0,75.0,,7,SELF,2010,2010,,0,0,MEAN_BS
258,2427.668,4,2,2,3,13,1,1,1,2,32,3,,4,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
259,991.2318,4,1,2,2,59,5,1,2,2,12,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
260,2598.9989,5,1,1,3,59,5,1,3,1,52,1,4.0,2,7,7,7,7,7,7,7,7,7,1.0,4.0,42.0,,10,SELF,2010,2010,,0,0,MEAN_BS
261,1486.8544,2,1,5,1,59,5,1,1,4,97,3,,2,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
262,2198.4201,7,2,1,2,35,3,2,1,5,97,3,,6,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
263,1162.377,7,1,1,2,12,1,2,1,5,97,3,,7,7,7,7,7,7,7,7,7,7,3.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
264,272.3184,6,2,3,3,10,1,1,3,5,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
265,386.8479,5,2,5,1,47,4,1,1,1,52,1,4.0,8,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
266,963.2801,5,2,5,1,24,2,1,1,6,97,3,,10,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,3,SELF,2010,2010,,0,0,MEAN_BS
267,216.7569,5,2,1,4,11,1,3,1,1,42,1,3.0,8,1,2,2,2,2,2,2,2,2,1.0,1.0,37.0,1,1,SELF,2010,2010,,0,0,MEAN_BS
268,908.7644,6,2,1,2,35,3,1,3,1,48,1,3.0,3,1,2,2,2,2,2,2,2,2,1.0,3.0,35.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
269,2548.5254,1,2,6,2,24,2,2,1,3,97,2,,9,2,2,1,2,2,2,2,2,2,2.0,1.0,99.7,6,1,SELF,2010,2010,,0,0,MEAN_BS
270,640.7831,5,1,1,2,59,5,1,3,1,20,1,4.0,4,1,2,2,2,2,2,2,2,2,1.0,2.0,40.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
271,383.0484,4,2,6,1,12,1,2,2,1,52,1,3.0,2,1,2,2,2,2,2,2,2,2,3.0,5.0,37.5,1,11,SELF,2010,2010,,0,0,MEAN_BS
272,2254.398,2,1,6,1,24,2,2,2,1,52,1,8.0,9,1,2,2,2,2,2,2,2,2,2.0,4.0,75.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
273,1200.6548,3,2,2,4,59,5,1,1,1,52,1,3.0,2,2,2,1,2,2,2,2,2,2,1.0,2.0,35.0,6,7,SELF,2010,2010,,0,0,MEAN_BS
274,1352.4171,4,2,1,4,12,1,1,2,1,52,1,4.0,2,1,2,2,2,2,2,2,2,2,1.0,4.0,43.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
275,2707.4868,1,1,6,3,48,4,1,2,2,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
276,891.6082,6,1,3,1,48,4,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
277,1350.8267,5,2,5,1,24,2,1,2,4,97,3,,9,7,7,7,7,7,7,7,7,7,2.0,,99.7,,99,SELF,2010,2010,,0,0,MEAN_BS
278,4732.3897,3,1,1,5,46,4,1,1,3,97,2,,4,1,2,1,2,2,2,2,2,2,3.0,1.0,99.7,1,1,SELF,2010,2010,,0,0,MEAN_BS
279,720.4841,6,2,3,1,35,3,2,3,4,97,3,,10,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
280,1158.81,7,2,3,1,59,5,1,1,6,97,3,,7,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
281,1322.0919,2,2,2,2,47,4,1,1,6,52,1,4.0,2,7,7,7,7,7,7,7,7,7,3.0,5.0,40.0,,11,SELF,2010,2010,,0,0,MEAN_BS
282,729.1264,5,2,5,1,59,5,1,1,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,3.0,5.0,40.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
283,4694.8372,5,2,1,4,35,3,1,1,5,97,3,,1,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,9,SELF,2010,2010,,0,0,MEAN_BS
284,426.7998,6,2,5,1,46,4,1,1,1,52,1,3.0,3,2,2,1,2,2,2,2,2,2,1.0,3.0,39.0,6,9,SELF,2010,2010,,0,0,MEAN_BS
285,567.8121,4,2,1,2,13,1,2,1,4,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
286,638.3493,4,1,4,1,59,5,1,1,1,52,1,6.0,4,1,2,2,2,2,2,2,2,2,3.0,4.0,50.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
287,4768.8904,2,2,1,5,35,3,1,1,1,52,1,4.0,2,1,2,2,2,2,2,2,2,2,3.0,3.0,40.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
288,2224.4399,6,1,1,2,35,3,1,3,5,97,3,,9,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
289,1783.7507,6,1,1,4,47,4,1,1,1,12,1,3.0,4,1,2,2,2,2,2,2,2,2,1.0,3.0,38.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
290,3668.8973,3,2,6,3,24,2,1,1,1,52,1,4.0,5,2,2,1,2,2,2,2,2,2,2.0,2.0,40.0,6,7,SELF,2010,2010,,0,0,MEAN_BS
291,501.4443,3,2,1,4,10,1,2,1,4,52,1,4.0,2,7,7,7,7,7,7,7,7,7,1.0,3.0,40.0,,8,SELF,2010,2010,,0,0,MEAN_BS
292,1085.0609,4,1,1,2,47,4,2,1,1,52,1,2.0,4,2,2,2,1,2,2,2,1,2,1.0,4.0,30.0,3,10,SELF,2010,2010,,0,0,MEAN_BS
293,664.8721,5,2,1,2,35,3,1,3,1,52,1,2.0,3,2,2,1,2,2,2,2,2,2,2.0,2.0,32.0,6,7,SELF,2010,2010,,0,0,MEAN_BS
294,1226.4785,2,2,6,1,48,4,1,1,1,52,1,5.0,2,1,2,2,2,2,2,2,2,2,1.0,4.0,45.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
295,308.8604,2,2,1,3,11,1,3,3,4,52,1,5.0,8,7,7,7,7,7,7,7,7,7,1.0,2.0,45.0,,6,SELF,2010,2010,,0,0,MEAN_BS
296,2773.7079,7,2,1,2,59,5,1,1,5,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,4.0,99.7,,10,SELF,2010,2010,,0,0,MEAN_BS
297,3516.4091,1,2,6,2,48,4,1,1,3,97,2,,9,2,1,2,1,2,2,2,2,2,1.0,1.0,99.7,2,1,SELF,2010,2010,,0,0,MEAN_BS
298,434.1448,6,1,1,3,59,5,1,3,1,52,1,4.0,1,1,2,2,2,2,2,2,2,2,1.0,5.0,40.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
299,631.7941,2,1,6,1,59,5,1,1,6,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
300,279.9264,5,2,3,1,59,5,1,1,5,52,1,1.0,2,7,7,7,7,7,7,7,7,7,1.0,2.0,7.0,,6,SELF,2010,2010,,0,0,MEAN_BS
301,3026.2124,3,1,1,4,35,3,1,2,1,52,1,5.0,99,1,2,2,2,2,2,2,2,2,3.0,5.0,47.5,1,11,SELF,2010,2010,,0,0,MEAN_BS
